Iteration,Elapsed Time,Discriminator Loss,Value Loss,Policy Loss,Edit Distance,Best Edit Distance
10,44.28507113456726,1.4255155324935913,410.3705837726593,-1.9255624217912555,0.9988700396825396,0.9988700396825396
20,89.54600095748901,1.3990014791488647,94.61743801832199,-2.647960188332945,1.0,0.9988700396825396
30,132.641991853714,1.4030063152313232,32.94532236456871,-3.1081629237160087,0.9969087301587302,0.9969087301587302
40,177.07426571846008,1.3750698566436768,50.064890056848526,-3.131511403247714,0.7855983092706865,0.7855983092706865
50,219.6501739025116,1.2825862169265747,47.002031937241554,-2.221650945954025,0.7692368106188069,0.7692368106188069
60,262.1377489566803,1.2563304901123047,30.605902649462223,-2.4984658770263195,0.7559833488930906,0.7559833488930906
70,304.4026041030884,1.2395199537277222,79.96137258410454,-1.9478850261075422,0.7434480654639294,0.7434480654639294
80,347.55852794647217,1.4148274660110474,92.41035670042038,-2.963753799442202,0.7503855339465777,0.7434480654639294
90,391.64942598342896,1.4139792919158936,49.934376165270805,-2.5111281350255013,0.605610157262292,0.605610157262292
100,435.8121647834778,1.2416467666625977,51.88736015558243,-2.6268492457456887,0.6516357179328939,0.605610157262292
110,480.2337439060211,1.298064112663269,37.93939182907343,-2.4213053677231073,0.4686157321138538,0.4686157321138538
120,525.961669921875,1.3999888896942139,42.09081295877695,-1.9949974277988076,0.3209938982612185,0.3209938982612185
130,569.3629639148712,1.2924888134002686,82.30204173922539,-2.1872428841888905,0.4689647468295559,0.3209938982612185
140,612.945958852768,1.2534863948822021,59.59418836236,-2.1528603872284293,0.5319858064605485,0.3209938982612185
150,657.2831449508667,1.355720043182373,22.874040722846985,-2.88838476780802,0.4439769141096183,0.3209938982612185
160,701.4914591312408,1.3389697074890137,73.9936648607254,-2.2397484788671136,0.26808584297030713,0.26808584297030713
170,744.8733079433441,1.2576408386230469,122.75759474933147,-3.185669884085655,0.5013983322721715,0.26808584297030713
180,788.6001288890839,1.33137845993042,52.2385810315609,-2.3229571916162968,0.290028317844072,0.26808584297030713
190,832.4710128307343,1.2989184856414795,125.66666674613953,-2.299594461917877,0.4015977078447965,0.26808584297030713
200,877.3292920589447,1.2904160022735596,27.819380573928356,-2.203380022197962,0.456124969763244,0.26808584297030713
210,921.3264169692993,1.2367644309997559,32.81407416984439,-2.155930485576391,0.457621816529509,0.26808584297030713
220,966.2277519702911,1.264472484588623,45.69422732293606,-2.4016845421865582,0.34189216769857456,0.26808584297030713
230,1011.925402879715,1.2864654064178467,45.761651672422886,-2.4062885781750083,0.30520264060821206,0.26808584297030713
240,1056.9077780246735,1.2540606260299683,38.122210152447224,-2.99841213360196,0.3825554974640214,0.26808584297030713
250,1101.2038447856903,1.2887320518493652,151.5461385846138,-2.5592219098471105,0.25094401904458663,0.25094401904458663
260,1145.0701360702515,1.3065683841705322,51.214351922273636,-2.1963722496293485,0.31158422272868996,0.25094401904458663
270,1188.6505720615387,1.2658970355987549,154.14914086461067,-2.6290158317424357,0.3033603371089313,0.25094401904458663
280,1231.4690690040588,1.3519788980484009,28.423077188432217,-2.815340409055352,0.2780491384883072,0.25094401904458663
290,1273.5935270786285,1.3311891555786133,40.066247031092644,-2.129965710453689,0.32874547078096256,0.25094401904458663
300,1432.1131489276886,1.2501859664916992,193.01592338085175,-2.381744995713234,0.34977145229771556,0.25094401904458663
310,1475.6313180923462,1.2184933423995972,47.88366720080376,-2.2211521579883993,0.3246212365542765,0.25094401904458663
320,1518.7588939666748,1.3453333377838135,26.89966106414795,-2.206661134958267,0.1865814951168975,0.1865814951168975
330,1561.1351289749146,1.3228013515472412,58.73162928968668,-1.9159529823809862,0.2502883602725125,0.1865814951168975
340,1603.7282779216766,1.2695519924163818,48.463796727359295,-2.47976929647848,0.44988866737538763,0.1865814951168975
350,1646.099925994873,1.281327724456787,43.66508512198925,-2.6778407769743353,0.3691056766605906,0.1865814951168975
360,1688.2711899280548,1.2973169088363647,17.459053736180067,-2.2680030912160873,0.20515752082353028,0.1865814951168975
370,1730.8468778133392,1.2221193313598633,88.30562694370747,-2.640573254786432,0.36083448238796906,0.1865814951168975
380,1773.1858417987823,1.3306047916412354,36.93885130435228,-2.0763246631249785,0.1895780418361712,0.1865814951168975
390,1816.318631887436,1.3415906429290771,60.02021103352308,-1.6373324682936072,0.22517843186715003,0.1865814951168975
400,1859.3991959095001,1.3704508543014526,55.71479783952236,-2.1180719886906445,0.17997929561028997,0.17997929561028997
410,1904.055547952652,1.3748358488082886,52.48678004741669,-1.9390816469676793,0.13374089893627225,0.13374089893627225
420,1951.970815896988,1.3674728870391846,65.98971413820982,-2.328516446053982,0.18246675051068373,0.13374089893627225
430,1998.4693369865417,1.3637497425079346,92.86005540192127,-2.329248565249145,0.11234644597516993,0.11234644597516993
440,2045.59144282341,1.343692660331726,100.96565046906471,-2.3727846811525524,0.1974903903061151,0.11234644597516993
450,2092.048376083374,1.352182388305664,92.1470875442028,-2.803902010433376,0.14011825785301188,0.11234644597516993
460,2139.778367996216,1.2986929416656494,189.72497206926346,-3.2496264446526766,0.27039053381172323,0.11234644597516993
470,2187.6522171497345,1.3491897583007812,61.419847562909126,-2.024543368257582,0.14588900314106354,0.11234644597516993
480,2232.1563880443573,1.3462114334106445,66.75079403817654,-2.2896574046462774,0.14208749167561296,0.11234644597516993
490,2278.1342799663544,1.35856294631958,68.73711466789246,-2.536540886387229,0.1616781090283275,0.11234644597516993
500,2324.0984251499176,1.3265206813812256,134.44798669219017,-2.1680267872288823,0.1438689265709147,0.11234644597516993
510,2372.6190869808197,1.2501521110534668,157.9769669175148,-3.2263589380308986,0.4005639704003208,0.11234644597516993
520,2420.023651123047,1.3123767375946045,343.9256176352501,-1.66800096957013,0.20325362797312585,0.11234644597516993
530,2464.3615601062775,1.267435073852539,70.86326114833355,-2.3769093118608,0.24588540326148342,0.11234644597516993
540,2510.083305835724,1.2184005975723267,71.09788745641708,-1.8045194358564913,0.5070471501047277,0.11234644597516993
550,2559.313879966736,1.238938808441162,36.79609853774309,-2.0425830306485295,0.409781046088506,0.11234644597516993
560,2604.560807943344,1.2199164628982544,44.194970451295376,-2.67739326832816,0.4958663863124234,0.11234644597516993
570,2647.7418999671936,1.2968530654907227,108.1340684890747,-2.6473723482340574,0.2649161928308166,0.11234644597516993
580,2690.9468491077423,1.3244112730026245,197.15710639953613,-1.8271054327487946,0.2247706845054924,0.11234644597516993
590,2734.878457069397,1.233063817024231,347.8813066482544,-5.199262416921556,0.25616884291529934,0.11234644597516993
600,2778.702264070511,1.3325573205947876,67.19711895287037,-2.149327508173883,0.1971684359266128,0.11234644597516993
610,2822.649358034134,1.3062429428100586,128.97412195801735,-2.4955077511258423,0.2556198931039409,0.11234644597516993
620,2866.6753437519073,1.3734536170959473,68.04619534313679,-1.8393934974446893,0.14181571314433805,0.11234644597516993
630,2910.781126976013,1.3816883563995361,70.63050684332848,-2.1542512141168118,0.13533534949177317,0.11234644597516993
640,2955.2005729675293,1.268269419670105,323.9739158153534,-2.381928744725883,0.2704122226225544,0.11234644597516993
650,2999.483486890793,1.3168957233428955,234.86533844470978,-1.7376542072743177,0.18333234367589238,0.11234644597516993
660,3044.48286986351,1.3616383075714111,59.50701067596674,-1.8736940168309957,0.12651394663148427,0.11234644597516993
670,3090.214020013809,1.2658159732818604,37.423160135746,-3.632306629791856,0.43614208101043295,0.11234644597516993
680,3139.180629014969,1.3372604846954346,75.63860431313515,-1.868553975597024,0.1506263974944739,0.11234644597516993
690,3189.2102558612823,1.2847563028335571,62.7547804415226,-2.7205047737807035,0.35389398846438774,0.11234644597516993
700,3235.938628911972,1.3862528800964355,51.60805466026068,-2.4095739303156734,0.19413617957858553,0.11234644597516993
710,3282.590292930603,1.3437273502349854,38.80171952396631,-1.9659927412867546,0.20357657243281563,0.11234644597516993
720,3326.7694959640503,1.344093918800354,49.45254971086979,-1.8663672022521496,0.2286368200460617,0.11234644597516993
730,3370.5057158470154,1.2965826988220215,221.75690731406212,-2.4851510454900563,0.27089394219069574,0.11234644597516993
740,3415.331923007965,1.3766981363296509,84.72681368887424,-1.2210627109743655,0.11159683967760214,0.11159683967760214
750,3461.0463190078735,1.2346808910369873,162.47497433423996,-2.241748660802841,0.47865058376064956,0.11159683967760214
760,3509.362679004669,1.3319133520126343,53.40721769630909,-2.397707866039127,0.17036095682444807,0.11159683967760214
770,3557.81765294075,1.2487947940826416,147.70928892493248,-2.5331916697323322,0.38227900674489046,0.11159683967760214
780,3604.128930091858,1.2162954807281494,45.57987308502197,-2.408908682875335,0.45663323861987215,0.11159683967760214
790,3649.597135782242,1.311611294746399,72.74277137219906,-2.3668996480992064,0.25513205098378455,0.11159683967760214
800,3693.5511469841003,1.2934545278549194,57.56887394934893,-1.7530551524832845,0.30295089331255065,0.11159683967760214
810,3737.5084898471832,1.240248203277588,94.31349420547485,-2.4705607420764863,0.43911522965517963,0.11159683967760214
820,3781.4519670009613,1.2035982608795166,114.86287845671177,-2.3995108269155025,0.5225955896629649,0.11159683967760214
830,3825.353933095932,1.1497268676757812,47.209352038800716,-2.505402416922152,0.5304669437443253,0.11159683967760214
840,3868.9590649604797,1.1961711645126343,44.83856824040413,-2.080817388370633,0.5255823954900981,0.11159683967760214
850,3912.660633802414,1.2552335262298584,46.44184759259224,-2.2537976820021868,0.4099089667673844,0.11159683967760214
860,3956.146518945694,1.279256820678711,39.09984704107046,-1.842346671037376,0.35598735921831,0.11159683967760214
870,4000.123820066452,1.1325050592422485,62.63200278580189,-2.556969001889229,0.5554543799400007,0.11159683967760214
880,4044.4179310798645,1.2764971256256104,48.688762322068214,-2.5592426424846053,0.4372019530406864,0.11159683967760214
890,4089.090555906296,1.2259864807128906,101.60257886350155,-2.4591456472408026,0.2685622649736083,0.11159683967760214
900,4133.372173070908,1.081491470336914,200.4515112042427,-2.68417002633214,0.5376236561554538,0.11159683967760214
910,4177.105072975159,1.262656569480896,47.86676927655935,-2.577028313651681,0.3817721425451793,0.11159683967760214
920,4260.590439796448,1.2601521015167236,255.71232849359512,-1.9817677084356546,0.33880495564412827,0.11159683967760214
930,4605.78723692894,1.2126808166503906,135.2511084675789,-2.4272505324333906,0.45952207279107987,0.11159683967760214
940,4893.351353168488,1.3350070714950562,47.82339037209749,-2.089433718472719,0.1991527270266685,0.11159683967760214
950,5243.364359855652,1.3001694679260254,83.54006886482239,-2.2691274723038077,0.3386940027067958,0.11159683967760214
960,5592.376909017563,1.1218029260635376,263.5121353119612,-1.7476702854037285,0.43408233233602894,0.11159683967760214
970,5818.547428846359,1.3231871128082275,43.662645637989044,-1.4796194159425795,0.2593238156222182,0.11159683967760214
980,5867.500362873077,1.287834644317627,34.81944516301155,-2.189182824920863,0.3162479705602591,0.11159683967760214
990,6212.098522901535,1.2503836154937744,37.31099537760019,-2.448247181251645,0.35388749983667955,0.11159683967760214
1000,6260.4107229709625,1.3324350118637085,69.55376541614532,-2.310337950475514,0.15809571367290448,0.11159683967760214
